seed_type,seed_name,difficulty,base_yield,growth_days,ideal_temp,ideal_humidity,avg_temp,avg_humidity,temp_deviation,humidity_deviation,watering_consistency,temp_stress_days,humidity_stress_days,missed_watering_days,max_temp,min_temp,max_humidity,min_humidity,latest_height,latest_density,avg_height,avg_density,final_yield,yield_efficiency,daily_logs_json
mustard,Mustard,Medium,200.0,6,22.0,50.0,22.0,50.05,0.43,2.92,1.0,0,0,0,22.9,20.7,54.9,44.1,6.47,0.869,4.27,0.566,210.0,1.05,"[{""day"": 1, ""temperature"": 22.2, ""humidity"": 44.1, ""watered"": true, ""canopy_height"": 2.12, ""canopy_density"": 0.197, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 22.0, ""humidity"": 50.6, ""watered"": true, ""canopy_height"": 2.81, ""canopy_density"": 0.322, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 20.7, ""humidity"": 47.3, ""watered"": true, ""canopy_height"": 4.0, ""canopy_density"": 0.523, ""phase"": ""light""}, {""day"": 4, ""temperature"": 22.9, ""humidity"": 52.5, ""watered"": true, ""canopy_height"": 4.99, ""canopy_density"": 0.694, ""phase"": ""light""}, {""day"": 5, ""temperature"": 22.2, ""humidity"": 54.9, ""watered"": true, ""canopy_height"": 5.22, ""canopy_density"": 0.79, ""phase"": ""light""}, {""day"": 6, ""temperature"": 22.0, ""humidity"": 50.9, ""watered"": true, ""canopy_height"": 6.47, ""canopy_density"": 0.869, ""phase"": ""light""}]"
wheat,Wheat,Medium,100.0,7,22.0,50.0,20.8,51.7,1.2,2.41,1.0,0,0,0,22.0,19.5,56.1,48.3,6.51,1.0,4.26,0.6,100.8,1.008,"[{""day"": 1, ""temperature"": 19.5, ""humidity"": 53.9, ""watered"": true, ""canopy_height"": 1.8, ""canopy_density"": 0.228, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 19.6, ""humidity"": 56.1, ""watered"": true, ""canopy_height"": 2.15, ""canopy_density"": 0.326, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.0, ""humidity"": 49.2, ""watered"": true, ""canopy_height"": 3.58, ""canopy_density"": 0.457, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 20.6, ""humidity"": 51.9, ""watered"": true, ""canopy_height"": 4.3, ""canopy_density"": 0.741, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 21.7, ""humidity"": 48.3, ""watered"": true, ""canopy_height"": 5.31, ""canopy_density"": 0.617, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 21.2, ""humidity"": 52.1, ""watered"": true, ""canopy_height"": 6.14, ""canopy_density"": 0.832, ""phase"": ""blackout""}, {""day"": 7, ""temperature"": 21.0, ""humidity"": 50.4, ""watered"": true, ""canopy_height"": 6.51, ""canopy_density"": 1.0, ""phase"": ""blackout""}]"
mixed-grams,Mixed Grams,Medium,350.0,5,22.0,50.0,22.46,51.04,1.34,2.2,1.0,1,0,0,25.6,20.8,56.3,47.8,5.9,0.843,4.12,0.582,345.2,0.986,"[{""day"": 1, ""temperature"": 22.9, ""humidity"": 49.4, ""watered"": true, ""canopy_height"": 2.21, ""canopy_density"": 0.297, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 20.8, ""humidity"": 51.8, ""watered"": true, ""canopy_height"": 3.22, ""canopy_density"": 0.333, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 21.9, ""humidity"": 56.3, ""watered"": true, ""canopy_height"": 4.19, ""canopy_density"": 0.673, ""phase"": ""light""}, {""day"": 4, ""temperature"": 25.6, ""humidity"": 47.8, ""watered"": true, ""canopy_height"": 5.09, ""canopy_density"": 0.764, ""phase"": ""light""}, {""day"": 5, ""temperature"": 21.1, ""humidity"": 49.9, ""watered"": true, ""canopy_height"": 5.9, ""canopy_density"": 0.843, ""phase"": ""light""}]"
gongura,Gongura,Medium,250.0,10,22.0,50.0,22.42,47.59,1.04,5.27,0.9,0,0,1,24.4,20.5,60.2,40.0,6.77,0.939,3.93,0.545,217.1,0.868,"[{""day"": 1, ""temperature"": 24.4, ""humidity"": 51.2, ""watered"": true, ""canopy_height"": 0.88, ""canopy_density"": 0.138, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.2, ""humidity"": 49.4, ""watered"": true, ""canopy_height"": 1.34, ""canopy_density"": 0.373, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.3, ""humidity"": 44.7, ""watered"": true, ""canopy_height"": 2.16, ""canopy_density"": 0.392, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 20.5, ""humidity"": 44.5, ""watered"": true, ""canopy_height"": 2.73, ""canopy_density"": 0.422, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 21.5, ""humidity"": 60.2, ""watered"": true, ""canopy_height"": 3.95, ""canopy_density"": 0.489, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 21.7, ""humidity"": 50.9, ""watered"": true, ""canopy_height"": 4.82, ""canopy_density"": 0.582, ""phase"": ""light""}, {""day"": 7, ""temperature"": 23.3, ""humidity"": 42.9, ""watered"": false, ""canopy_height"": 4.04, ""canopy_density"": 0.545, ""phase"": ""light""}, {""day"": 8, ""temperature"": 24.3, ""humidity"": 40.0, ""watered"": true, ""canopy_height"": 5.93, ""canopy_density"": 0.72, ""phase"": ""light""}, {""day"": 9, ""temperature"": 22.9, ""humidity"": 52.0, ""watered"": true, ""canopy_height"": 6.7, ""canopy_density"": 0.847, ""phase"": ""light""}, {""day"": 10, ""temperature"": 22.1, ""humidity"": 40.1, ""watered"": true, ""canopy_height"": 6.77, ""canopy_density"": 0.939, ""phase"": ""light""}]"
broccoli,Broccoli,Medium,200.0,7,22.0,50.0,22.53,52.06,1.13,3.77,1.0,0,0,0,24.1,20.9,56.4,46.4,6.76,0.999,4.15,0.574,199.0,0.995,"[{""day"": 1, ""temperature"": 21.1, ""humidity"": 52.3, ""watered"": true, ""canopy_height"": 1.56, ""canopy_density"": 0.242, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 23.0, ""humidity"": 46.4, ""watered"": true, ""canopy_height"": 2.36, ""canopy_density"": 0.311, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 20.9, ""humidity"": 56.4, ""watered"": true, ""canopy_height"": 3.19, ""canopy_density"": 0.447, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 23.1, ""humidity"": 54.3, ""watered"": true, ""canopy_height"": 4.12, ""canopy_density"": 0.493, ""phase"": ""light""}, {""day"": 5, ""temperature"": 21.9, ""humidity"": 55.3, ""watered"": true, ""canopy_height"": 5.27, ""canopy_density"": 0.715, ""phase"": ""light""}, {""day"": 6, ""temperature"": 23.6, ""humidity"": 52.1, ""watered"": true, ""canopy_height"": 5.76, ""canopy_density"": 0.813, ""phase"": ""light""}, {""day"": 7, ""temperature"": 24.1, ""humidity"": 47.6, ""watered"": true, ""canopy_height"": 6.76, ""canopy_density"": 0.999, ""phase"": ""light""}]"
chickpea,Chickpea,Medium,250.0,7,22.0,50.0,23.29,58.91,1.37,9.09,1.0,1,1,0,25.4,21.7,85.0,49.4,6.46,0.965,3.86,0.558,235.9,0.944,"[{""day"": 1, ""temperature"": 22.5, ""humidity"": 60.6, ""watered"": true, ""canopy_height"": 1.54, ""canopy_density"": 0.186, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 24.3, ""humidity"": 55.7, ""watered"": true, ""canopy_height"": 1.9, ""canopy_density"": 0.365, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.7, ""humidity"": 49.4, ""watered"": true, ""canopy_height"": 3.49, ""canopy_density"": 0.468, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 22.7, ""humidity"": 52.3, ""watered"": true, ""canopy_height"": 4.2, ""canopy_density"": 0.549, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 25.4, ""humidity"": 85.0, ""watered"": true, ""canopy_height"": 3.74, ""canopy_density"": 0.524, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 21.7, ""humidity"": 52.3, ""watered"": true, ""canopy_height"": 5.7, ""canopy_density"": 0.846, ""phase"": ""blackout""}, {""day"": 7, ""temperature"": 23.7, ""humidity"": 57.1, ""watered"": true, ""canopy_height"": 6.46, ""canopy_density"": 0.965, ""phase"": ""blackout""}]"
toor-dal,Toor Dal,Medium,150.0,12,22.0,50.0,21.7,50.48,0.62,3.3,1.0,0,0,0,22.8,20.1,58.5,42.0,7.35,1.0,4.09,0.584,157.0,1.047,"[{""day"": 1, ""temperature"": 20.8, ""humidity"": 55.0, ""watered"": true, ""canopy_height"": 0.4, ""canopy_density"": 0.126, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 21.8, ""humidity"": 46.4, ""watered"": true, ""canopy_height"": 0.62, ""canopy_density"": 0.141, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 20.1, ""humidity"": 53.6, ""watered"": true, ""canopy_height"": 1.59, ""canopy_density"": 0.345, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 22.0, ""humidity"": 47.7, ""watered"": true, ""canopy_height"": 2.31, ""canopy_density"": 0.465, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 22.0, ""humidity"": 49.0, ""watered"": true, ""canopy_height"": 2.78, ""canopy_density"": 0.439, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 22.6, ""humidity"": 58.5, ""watered"": true, ""canopy_height"": 3.86, ""canopy_density"": 0.558, ""phase"": ""light""}, {""day"": 7, ""temperature"": 22.8, ""humidity"": 42.0, ""watered"": true, ""canopy_height"": 4.7, ""canopy_density"": 0.635, ""phase"": ""light""}, {""day"": 8, ""temperature"": 20.9, ""humidity"": 49.3, ""watered"": true, ""canopy_height"": 5.29, ""canopy_density"": 0.654, ""phase"": ""light""}, {""day"": 9, ""temperature"": 22.5, ""humidity"": 51.4, ""watered"": true, ""canopy_height"": 6.45, ""canopy_density"": 0.779, ""phase"": ""light""}, {""day"": 10, ""temperature"": 22.0, ""humidity"": 48.7, ""watered"": true, ""canopy_height"": 6.64, ""canopy_density"": 0.936, ""phase"": ""light""}, {""day"": 11, ""temperature"": 21.4, ""humidity"": 50.8, ""watered"": true, ""canopy_height"": 7.11, ""canopy_density"": 0.931, ""phase"": ""light""}, {""day"": 12, ""temperature"": 21.5, ""humidity"": 53.4, ""watered"": true, ""canopy_height"": 7.35, ""canopy_density"": 1.0, ""phase"": ""light""}]"
fennel,Fennel,Medium,50.0,14,22.0,50.0,21.31,51.16,1.24,3.17,1.0,1,0,0,23.7,16.3,59.0,45.3,7.41,0.996,4.04,0.547,37.7,0.754,"[{""day"": 1, ""temperature"": 19.3, ""humidity"": 48.8, ""watered"": true, ""canopy_height"": 0.29, ""canopy_density"": 0.106, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 16.3, ""humidity"": 59.0, ""watered"": true, ""canopy_height"": 0.27, ""canopy_density"": 0.118, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.8, ""humidity"": 54.1, ""watered"": true, ""canopy_height"": 0.52, ""canopy_density"": 0.2, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 20.2, ""humidity"": 51.2, ""watered"": true, ""canopy_height"": 1.02, ""canopy_density"": 0.294, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 21.4, ""humidity"": 56.7, ""watered"": true, ""canopy_height"": 2.41, ""canopy_density"": 0.432, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 22.3, ""humidity"": 51.8, ""watered"": true, ""canopy_height"": 2.82, ""canopy_density"": 0.504, ""phase"": ""blackout""}, {""day"": 7, ""temperature"": 22.0, ""humidity"": 46.0, ""watered"": true, ""canopy_height"": 3.76, ""canopy_density"": 0.505, ""phase"": ""light""}, {""day"": 8, ""temperature"": 20.8, ""humidity"": 46.6, ""watered"": true, ""canopy_height"": 5.0, ""canopy_density"": 0.594, ""phase"": ""light""}, {""day"": 9, ""temperature"": 22.4, ""humidity"": 52.0, ""watered"": true, ""canopy_height"": 5.84, ""canopy_density"": 0.646, ""phase"": ""light""}, {""day"": 10, ""temperature"": 21.5, ""humidity"": 53.7, ""watered"": true, ""canopy_height"": 6.35, ""canopy_density"": 0.745, ""phase"": ""light""}, {""day"": 11, ""temperature"": 21.3, ""humidity"": 49.8, ""watered"": true, ""canopy_height"": 6.62, ""canopy_density"": 0.777, ""phase"": ""light""}, {""day"": 12, ""temperature"": 21.7, ""humidity"": 49.4, ""watered"": true, ""canopy_height"": 6.95, ""canopy_density"": 0.841, ""phase"": ""light""}, {""day"": 13, ""temperature"": 23.7, ""humidity"": 51.8, ""watered"": true, ""canopy_height"": 7.37, ""canopy_density"": 0.894, ""phase"": ""light""}, {""day"": 14, ""temperature"": 22.6, ""humidity"": 45.3, ""watered"": true, ""canopy_height"": 7.41, ""canopy_density"": 0.996, ""phase"": ""light""}]"
bean-greens,Bean Greens,Medium,150.0,30,22.0,50.0,21.21,52.17,1.52,4.29,0.97,2,3,1,24.1,16.3,67.6,40.2,7.46,0.932,3.79,0.504,80.3,0.535,"[{""day"": 1, ""temperature"": 23.2, ""humidity"": 52.0, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.106, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 23.3, ""humidity"": 52.9, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.192, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 18.5, ""humidity"": 54.4, ""watered"": true, ""canopy_height"": 0.26, ""canopy_density"": 0.211, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 20.3, ""humidity"": 54.5, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.142, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 23.3, ""humidity"": 67.2, ""watered"": true, ""canopy_height"": 0.18, ""canopy_density"": 0.134, ""phase"": ""light""}, {""day"": 6, ""temperature"": 19.9, ""humidity"": 49.5, ""watered"": true, ""canopy_height"": 0.1, ""canopy_density"": 0.23, ""phase"": ""light""}, {""day"": 7, ""temperature"": 16.3, ""humidity"": 67.6, ""watered"": false, ""canopy_height"": 0.37, ""canopy_density"": 0.164, ""phase"": ""light""}, {""day"": 8, ""temperature"": 22.9, ""humidity"": 49.6, ""watered"": true, ""canopy_height"": 0.34, ""canopy_density"": 0.276, ""phase"": ""light""}, {""day"": 9, ""temperature"": 22.2, ""humidity"": 48.2, ""watered"": true, ""canopy_height"": 0.55, ""canopy_density"": 0.35, ""phase"": ""light""}, {""day"": 10, ""temperature"": 22.5, ""humidity"": 52.1, ""watered"": true, ""canopy_height"": 0.65, ""canopy_density"": 0.388, ""phase"": ""light""}, {""day"": 11, ""temperature"": 19.9, ""humidity"": 40.2, ""watered"": true, ""canopy_height"": 1.0, ""canopy_density"": 0.407, ""phase"": ""light""}, {""day"": 12, ""temperature"": 21.4, ""humidity"": 50.7, ""watered"": true, ""canopy_height"": 1.56, ""canopy_density"": 0.324, ""phase"": ""light""}, {""day"": 13, ""temperature"": 22.1, ""humidity"": 51.8, ""watered"": true, ""canopy_height"": 1.92, ""canopy_density"": 0.436, ""phase"": ""light""}, {""day"": 14, ""temperature"": 23.4, ""humidity"": 52.2, ""watered"": true, ""canopy_height"": 3.0, ""canopy_density"": 0.491, ""phase"": ""light""}, {""day"": 15, ""temperature"": 21.2, ""humidity"": 54.9, ""watered"": true, ""canopy_height"": 3.68, ""canopy_density"": 0.58, ""phase"": ""light""}, {""day"": 16, ""temperature"": 19.8, ""humidity"": 48.4, ""watered"": true, ""canopy_height"": 4.64, ""canopy_density"": 0.538, ""phase"": ""light""}, {""day"": 17, ""temperature"": 19.1, ""humidity"": 55.3, ""watered"": true, ""canopy_height"": 5.51, ""canopy_density"": 0.548, ""phase"": ""light""}, {""day"": 18, ""temperature"": 19.8, ""humidity"": 45.7, ""watered"": true, ""canopy_height"": 5.83, ""canopy_density"": 0.547, ""phase"": ""light""}, {""day"": 19, ""temperature"": 19.6, ""humidity"": 66.8, ""watered"": true, ""canopy_height"": 5.85, ""canopy_density"": 0.545, ""phase"": ""light""}, {""day"": 20, ""temperature"": 22.5, ""humidity"": 47.7, ""watered"": true, ""canopy_height"": 6.63, ""canopy_density"": 0.682, ""phase"": ""light""}, {""day"": 21, ""temperature"": 21.2, ""humidity"": 50.5, ""watered"": true, ""canopy_height"": 6.77, ""canopy_density"": 0.592, ""phase"": ""light""}, {""day"": 22, ""temperature"": 22.3, ""humidity"": 46.2, ""watered"": true, ""canopy_height"": 6.87, ""canopy_density"": 0.6, ""phase"": ""light""}, {""day"": 23, ""temperature"": 23.2, ""humidity"": 51.4, ""watered"": true, ""canopy_height"": 6.88, ""canopy_density"": 0.754, ""phase"": ""light""}, {""day"": 24, ""temperature"": 19.9, ""humidity"": 48.6, ""watered"": true, ""canopy_height"": 7.44, ""canopy_density"": 0.771, ""phase"": ""light""}, {""day"": 25, ""temperature"": 21.7, ""humidity"": 53.8, ""watered"": true, ""canopy_height"": 7.47, ""canopy_density"": 0.774, ""phase"": ""light""}, {""day"": 26, ""temperature"": 21.3, ""humidity"": 55.5, ""watered"": true, ""canopy_height"": 7.04, ""canopy_density"": 0.787, ""phase"": ""light""}, {""day"": 27, ""temperature"": 20.3, ""humidity"": 51.6, ""watered"": true, ""canopy_height"": 7.04, ""canopy_density"": 0.874, ""phase"": ""light""}, {""day"": 28, ""temperature"": 21.0, ""humidity"": 47.1, ""watered"": true, ""canopy_height"": 7.2, ""canopy_density"": 0.867, ""phase"": ""light""}, {""day"": 29, ""temperature"": 20.2, ""humidity"": 46.9, ""watered"": true, ""canopy_height"": 7.13, ""canopy_density"": 0.884, ""phase"": ""light""}, {""day"": 30, ""temperature"": 24.1, ""humidity"": 51.7, ""watered"": true, ""canopy_height"": 7.46, ""canopy_density"": 0.932, ""phase"": ""light""}]"
peas,Peas,Medium,250.0,7,22.0,50.0,22.1,48.93,1.01,4.59,1.0,0,0,0,24.4,20.6,58.4,43.5,6.7,0.835,4.02,0.534,252.7,1.011,"[{""day"": 1, ""temperature"": 21.6, ""humidity"": 51.0, ""watered"": true, ""canopy_height"": 1.57, ""canopy_density"": 0.216, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 24.4, ""humidity"": 58.4, ""watered"": true, ""canopy_height"": 1.87, ""canopy_density"": 0.213, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 22.6, ""humidity"": 52.9, ""watered"": true, ""canopy_height"": 3.19, ""canopy_density"": 0.401, ""phase"": ""blackout""}, {""day"": 4, ""temperature"": 20.6, ""humidity"": 44.2, ""watered"": true, ""canopy_height"": 4.03, ""canopy_density"": 0.531, ""phase"": ""blackout""}, {""day"": 5, ""temperature"": 22.0, ""humidity"": 47.0, ""watered"": true, ""canopy_height"": 4.92, ""canopy_density"": 0.691, ""phase"": ""blackout""}, {""day"": 6, ""temperature"": 20.6, ""humidity"": 45.5, ""watered"": true, ""canopy_height"": 5.83, ""canopy_density"": 0.85, ""phase"": ""blackout""}, {""day"": 7, ""temperature"": 22.9, ""humidity"": 43.5, ""watered"": true, ""canopy_height"": 6.7, ""canopy_density"": 0.835, ""phase"": ""blackout""}]"
red-amaranthus,Red Amaranthus,Medium,150.0,30,22.0,50.0,22.95,53.93,1.55,5.41,0.93,3,3,2,31.4,18.8,85.0,44.3,6.79,0.827,3.62,0.491,45.0,0.3,"[{""day"": 1, ""temperature"": 24.7, ""humidity"": 57.0, ""watered"": true, ""canopy_height"": 0.21, ""canopy_density"": 0.127, ""phase"": ""blackout""}, {""day"": 2, ""temperature"": 22.7, ""humidity"": 52.0, ""watered"": true, ""canopy_height"": 0.56, ""canopy_density"": 0.075, ""phase"": ""blackout""}, {""day"": 3, ""temperature"": 28.6, ""humidity"": 52.1, ""watered"": true, ""canopy_height"": 0.16, ""canopy_density"": 0.151, ""phase"": ""light""}, {""day"": 4, ""temperature"": 23.7, ""humidity"": 48.0, ""watered"": true, ""canopy_height"": 0.19, ""canopy_density"": 0.295, ""phase"": ""light""}, {""day"": 5, ""temperature"": 25.0, ""humidity"": 50.4, ""watered"": true, ""canopy_height"": 0.31, ""canopy_density"": 0.252, ""phase"": ""light""}, {""day"": 6, ""temperature"": 22.2, ""humidity"": 52.0, ""watered"": true, ""canopy_height"": 0.32, ""canopy_density"": 0.206, ""phase"": ""light""}, {""day"": 7, ""temperature"": 22.1, ""humidity"": 52.2, ""watered"": true, ""canopy_height"": 0.48, ""canopy_density"": 0.279, ""phase"": ""light""}, {""day"": 8, ""temperature"": 22.2, ""humidity"": 50.7, ""watered"": true, ""canopy_height"": 0.18, ""canopy_density"": 0.309, ""phase"": ""light""}, {""day"": 9, ""temperature"": 22.3, ""humidity"": 53.5, ""watered"": true, ""canopy_height"": 0.57, ""canopy_density"": 0.402, ""phase"": ""light""}, {""day"": 10, ""temperature"": 19.9, ""humidity"": 49.6, ""watered"": true, ""canopy_height"": 0.52, ""canopy_density"": 0.423, ""phase"": ""light""}, {""day"": 11, ""temperature"": 21.9, ""humidity"": 54.2, ""watered"": true, ""canopy_height"": 1.25, ""canopy_density"": 0.438, ""phase"": ""light""}, {""day"": 12, ""temperature"": 22.2, ""humidity"": 48.5, ""watered"": true, ""canopy_height"": 1.48, ""canopy_density"": 0.521, ""phase"": ""light""}, {""day"": 13, ""temperature"": 18.8, ""humidity"": 51.6, ""watered"": true, ""canopy_height"": 1.51, ""canopy_density"": 0.422, ""phase"": ""light""}, {""day"": 14, ""temperature"": 22.3, ""humidity"": 52.3, ""watered"": true, ""canopy_height"": 3.11, ""canopy_density"": 0.412, ""phase"": ""light""}, {""day"": 15, ""temperature"": 21.8, ""humidity"": 47.4, ""watered"": true, ""canopy_height"": 3.93, ""canopy_density"": 0.617, ""phase"": ""light""}, {""day"": 16, ""temperature"": 22.0, ""humidity"": 54.7, ""watered"": true, ""canopy_height"": 4.34, ""canopy_density"": 0.55, ""phase"": ""light""}, {""day"": 17, ""temperature"": 23.3, ""humidity"": 46.4, ""watered"": true, ""canopy_height"": 5.09, ""canopy_density"": 0.479, ""phase"": ""light""}, {""day"": 18, ""temperature"": 22.4, ""humidity"": 48.6, ""watered"": true, ""canopy_height"": 5.99, ""canopy_density"": 0.613, ""phase"": ""light""}, {""day"": 19, ""temperature"": 21.0, ""humidity"": 54.6, ""watered"": true, ""canopy_height"": 7.04, ""canopy_density"": 0.59, ""phase"": ""light""}, {""day"": 20, ""temperature"": 22.9, ""humidity"": 49.7, ""watered"": true, ""canopy_height"": 6.8, ""canopy_density"": 0.717, ""phase"": ""light""}, {""day"": 21, ""temperature"": 21.8, ""humidity"": 53.6, ""watered"": true, ""canopy_height"": 7.31, ""canopy_density"": 0.652, ""phase"": ""light""}, {""day"": 22, ""temperature"": 23.7, ""humidity"": 67.2, ""watered"": true, ""canopy_height"": 5.52, ""canopy_density"": 0.543, ""phase"": ""light""}, {""day"": 23, ""temperature"": 21.4, ""humidity"": 46.2, ""watered"": true, ""canopy_height"": 7.63, ""canopy_density"": 0.748, ""phase"": ""light""}, {""day"": 24, ""temperature"": 21.5, ""humidity"": 53.6, ""watered"": true, ""canopy_height"": 7.14, ""canopy_density"": 0.798, ""phase"": ""light""}, {""day"": 25, ""temperature"": 24.4, ""humidity"": 44.3, ""watered"": true, ""canopy_height"": 7.42, ""canopy_density"": 0.801, ""phase"": ""light""}, {""day"": 26, ""temperature"": 24.5, ""humidity"": 49.2, ""watered"": true, ""canopy_height"": 7.44, ""canopy_density"": 0.857, ""phase"": ""light""}, {""day"": 27, ""temperature"": 22.4, ""humidity"": 59.8, ""watered"": true, ""canopy_height"": 7.69, ""canopy_density"": 0.807, ""phase"": ""light""}, {""day"": 28, ""temperature"": 31.4, ""humidity"": 85.0, ""watered"": false, ""canopy_height"": 3.75, ""canopy_density"": 0.378, ""phase"": ""light""}, {""day"": 29, ""temperature"": 24.4, ""humidity"": 81.8, ""watered"": false, ""canopy_height"": 3.86, ""canopy_density"": 0.439, ""phase"": ""light""}, {""day"": 30, ""temperature"": 20.9, ""humidity"": 51.8, ""watered"": true, ""canopy_height"": 6.79, ""canopy_density"": 0.827, ""phase"": ""light""}]"
